movieid,title,studio,runtime,rating,reldate
456,The Center of the World,Artisan Entertainment,88,Unrated,2001-04-18
457,Crocodile Dundee in Los Angeles,Paramount Pictures,92,PG,2001-04-20
458,Freddy Got Fingered,20th Century Fox,87,NC-17,2001-04-20
459,Harry Is Here to Help,The Weinstein Company,117,R,2001-04-20
460,The Hidden Wars of Desert Storm,Arab Film Distribution,64,,2001-04-20
461,The Low Down,Shooting Gallery,96,,2001-04-20
462,The Luzhin Defence,Sony Pictures,109,PG-13,2001-04-20
463,Driven,Warner Bros.,116,PG-13,2001-04-27
464,One Night at McCool's,USA Films,93,R,2001-04-27
465,The Forsaken,Sony Pictures,90,R,2001-04-27
466,The Golden Bowl,Lionsgate,130,R,2001-04-27
467,Town & Country,Warner Bros.,104,TV-MA,2001-04-27
468,Green Dragon,Sony Pictures,115,PG-13,2001-05-01
469,Deuces Wild,My Network TV,96,R,2001-05-03
470,Eureka,Shooting Gallery,217,,2001-05-04
471,Pavilion of Women,Universal Pictures,116,R,2001-05-04
472,The Mummy Returns,Universal Pictures,130,PG-13,2001-05-04
473,The Young Girl and the Monsoon,Artistic License,90,,2001-05-04
474,Time and Tide,Sony Pictures,113,R,2001-05-04
475,Under the Sand,WinStar Cinema,92,Unrated,2001-05-04
476,About Adam,The Weinstein Company,105,R,2001-05-09
477,The Man Who Bought Mustique,First Run Features,78,,2001-05-09
478,A Knight's Tale,Sony Pictures,132,PG-13,2001-05-11
479,Bread and Roses,Lionsgate,110,TV-MA,2001-05-11
480,Sordid Lives,Regent Releasing,111,R,2001-05-11
481,Startup.com,Artisan Entertainment,107,R,2001-05-11
482,The King Is Alive,IFC Releasing,110,TV-MA,2001-05-11
483,The Trumpet of the Swan,Sony Pictures,75,G,2001-05-11
484,Angel Eyes,Warner Bros.,102,R,2001-05-18
485,Fast Food Fast Women,Lot 47 Films,95,R,2001-05-18
486,Juliet of the Spirits (re-release),Connossieur Video,137,,2001-05-18
487,Moulin Rouge!,20th Century Fox,127,PG-13,2001-05-18
488,Shrek,DreamWorks Distribution,90,PG,2001-05-18
489,Strange Fits of Passion,Leisure Time Features,84,,2001-05-18
490,Our Song,IFC Films,95,R,2001-05-23
491,Himalaya,Kino International,108,,2001-05-25
492,Pearl Harbor,Walt Disney,183,R,2001-05-25
493,The Man Who Cried,Universal Pictures,100,R,2001-05-25
494,The Road Home,Sony Pictures,89,G,2001-05-25
495,Barking Dogs Never Bite,Magnolia Pictures,110,Not Rated,2001-05-27
496,A Love Divided,Cinema Guild,98,Unrated,2001-06-01
497,A Real Young Girl,Cinema Village Features,89,Unrated,2001-06-01
498,Big Eden,Jour de FÃªte Films,118,PG-13,2001-06-01
499,Rape Me,FilmFixx,77,Unrated,2001-06-01
500,The Animal,Sony Pictures,84,Unrated,2001-06-01
501,What's the Worst That Could Happen?,Metro-Goldwyn-Mayer,94,PG-13,2001-06-01
502,Atlantis: The Lost Empire,Walt Disney,95,PG,2001-06-08
503,Bride of the Wind,Paramount Pictures,99,R,2001-06-08
504,Dead or Alive,Tidepoint Pictures,105,Unrated,2001-06-08
505,Divided We Fall,Sony Pictures,117,PG-13,2001-06-08
506,Erleuchtung garantiert,Capitol Entertainment,109,,2001-06-08
507,Evolution,DreamWorks Distribution,101,PG-13,2001-06-08
508,La grande strada azzurra,Milestone Film & Video,99,,2001-06-08
509,Let It Snow,Artistic License,90,R,2001-06-08
510,Swordfish,Warner Bros.,99,R,2001-06-08
511,The Anniversary Party,Fine Line Features,115,R,2001-06-08
512,Sexy Beast,20th Century Fox,89,R,2001-06-13
513,Auggie Rose,20th Century Fox,109,R,2001-06-15
514,Down from the Mountain,Cowboy Booking International,98,G,2001-06-15
515,Lara Croft: Tomb Raider,Paramount Pictures,100,PG-13,2001-06-15
516,Russian Doll,Lot 47 Films,90,R,2001-06-15
517,Songcatcher,Lionsgate,109,PG-13,2001-06-15
518,The Adventures of Felix,WinStar Cinema,95,,2001-06-15
519,Life and Debt,New Yorker Films,80,,2001-06-16
520,Saudate for the Future,Laterit Productions,92,,2001-06-20
521,Chain Camera,Cowboy Booking International,90,,2001-06-22
522,Dr. Dolittle 2,20th Century Fox,87,PG,2001-06-22
523,Jin Roh: The Wolf Brigade,Tidepoint Pictures,102,R,2001-06-22
524,The Fast and the Furious,Universal Pictures,106,PG-13,2001-06-22
525,The Princess and the Warrior,Sony Pictures,135,TV-MA,2001-06-22
526,Baby Boy,Sony Pictures,130,R,2001-06-27
527,Lumumba,Zeitgeist Films,115,,2001-06-27
528,A.I. Artificial Intelligence,Warner Bros.,146,PG-13,2001-06-29
529,Come Undone,Picture This! Entertainment,100,Unrated,2001-06-29
530,Crazy/Beautiful,Walt Disney,99,R,2001-06-29
531,Kiss of the Spider Woman (re-release),Island Alive,120,R,2001-06-29
532,Pandaemonium,PolyGram Video,124,PG-13,2001-06-29
533,Pootie Tang,Paramount Pictures,81,PG-13,2001-06-29
534,The Closet,The Weinstein Company,84,R,2001-06-29
535,The Crimson Rivers,Sony Pictures,106,R,2001-06-29
536,Cats & Dogs,Warner Bros.,87,PG,2001-07-04
537,Scary Movie 2,Dimension Films,83,TV-14,2001-07-04
538,At the Height of Summer,Sony Pictures,112,PG-13,2001-07-06
539,Everybody's Famous!,The Weinstein Company,97,R,2001-07-06
540,Jump Tomorrow,IFC Films,97,PG,2001-07-06
541,Kiss of the Dragon,20th Century Fox,98,R,2001-07-06
542,Lost and Delirious,Lionsgate,103,R,2001-07-06
543,Off the Hook,Sharpshooter Pictures,108,PG,2001-07-06
544,Adanggaman,New Yorker Films,90,Unrated,2001-07-11
545,Final Fantasy: The Spirits Within,Sony Pictures,106,PG-13,2001-07-11
546,Bully,Lionsgate,113,TV-MA,2001-07-13
547,Downtown 81,Kinetique,72,,2001-07-13
548,Legally Blonde,Metro-Goldwyn-Mayer,96,PG-13,2001-07-13
549,Made,Artisan Entertainment,95,TV-MA,2001-07-13
550,The Blue Angel (re-release),Paramount Pictures,124,,2001-07-13
551,The Score,Paramount Pictures,124,R,2001-07-13
552,Jurassic Park III,Universal Pictures,92,PG-13,2001-07-18
553,America's Sweethearts,Sony Pictures,102,PG-13,2001-07-20
554,Brother,Sony Pictures,114,R,2001-07-20
555,Ghost World,United Artists,111,R,2001-07-20
556,Hedwig and the Angry Inch,Fine Line Features,95,R,2001-07-20
557,ReykjavÃ­k,Menemsha Entertainment,88,Not Rated,2001-07-25
558,Bread and Tulips,First Look International,114,PG-13,2001-07-27
559,Cure,Cowboy Booking International,111,,2001-07-27
560,Greenfingers,Metro-Goldwyn-Mayer,91,R,2001-07-27
561,He liu,Leisure Time Features,115,,2001-07-27
562,Jackpot,Sony Pictures,97,R,2001-07-27
563,Planet of the Apes,20th Century Fox,119,PG-13,2001-07-27
564,The Monkey's Mask,Strand Releasing,93,R,2001-07-27
565,Tokyo Eyes,Tidepoint Pictures,97,,2001-07-27
566,Wet Hot American Summer,USA Films,97,R,2001-07-27
567,Apocalypse Now Redux,The Weinstein Company,153,R,2001-08-03
568,Original Sin,Metro-Goldwyn-Mayer,116,Unrated,2001-08-03
569,Rush Hour 2,Warner Bros.,90,PG-13,2001-08-03
570,The Princess Diaries,Walt Disney,115,G,2001-08-03
571,Thomas in Love,IFC Films,97,Open,2001-08-03
572,Under solen,Shadow Distribution,130,,2001-08-03
573,Audition,American Cinematheque,115,Unrated,2001-08-08
574,The Deep End,20th Century Fox,101,R,2001-08-08
575,All Over the Guy,Lionsgate,95,R,2001-08-10
576,American Pie 2,Universal Pictures,108,Unrated,2001-08-10
577,An American Rhapsody,Paramount Pictures,106,TV-14,2001-08-10
578,Osmosis Jones,Warner Bros.,95,PG,2001-08-10
579,Session 9,USA Films,97,R,2001-08-10
580,The Others,Dimension Films,104,PG-13,2001-08-10
581,The Turandot Project,Zeitgeist Films,87,,2001-08-10
582,Aberdeen,First Run Features,106,TV-MA,2001-08-17
583,American Outlaws,Paramount Pictures,94,PG-13,2001-08-17
584,Captain Corelli's Mandolin,Universal Pictures,131,R,2001-08-17
585,Innocence,IDP Distribution,94,R,2001-08-17
586,Rat Race,Paramount Pictures,112,PG-13,2001-08-17
587,Lisa Picard Is Famous,First Look International,90,PG-13,2001-08-22
588,Bubble Boy,Walt Disney,84,PG-13,2001-08-24
589,Fighter,First Run Features,91,,2001-08-24
590,Ghosts of Mars,Sony Pictures,98,R,2001-08-24
591,Happy Accidents,IFC Films,110,R,2001-08-24
592,Jay and Silent Bob Strike Back,Dimension Films,104,TV-MA,2001-08-24
593,Maybe Baby,USA Films,104,R,2001-08-24
594,Summer Catch,Warner Bros.,108,PG-13,2001-08-24
595,The Curse of the Jade Scorpion,DreamWorks Distribution,103,PG-13,2001-08-24
596,Together,IFC Films,106,R,2001-08-24
597,Tortilla Soup,"Samuel Goldwyn Company, The",102,PG-13,2001-08-24
598,Jeepers Creepers,United Artists,90,R,2001-08-31
599,O,Lionsgate,95,TV-MA,2001-08-31
600,Djomeh,New Yorker Films,94,,2001-09-05
601,The American Astronaut,Artistic License,91,,2001-09-05
602,A Matter of Taste,Attitude Films,90,,2001-09-07
603,L.I.E.,New Yorker Films,97,Open,2001-09-07
604,Our Lady of the Assassins,Paramount Pictures,101,R,2001-09-07
605,Rock Star,Warner Bros.,105,R,2001-09-07
606,Soul Survivors,Artisan Entertainment,84,R,2001-09-07
607,The Iron Ladies,Strand Releasing,104,,2001-09-07
608,The Musketeer,The Weinstein Company,104,PG-13,2001-09-07
609,Two Can Play That Game,Sony Pictures,90,R,2001-09-07
610,Vengo,Cowboy Booking International,90,,2001-09-07
611,Tell Me Something,Kino International,118,R,2001-09-12
612,China: The Panda Adventure,IMAX,48,,2001-09-14
613,Haiku Tunnel,Sony Pictures,88,R,2001-09-14
614,Hard Ball,Paramount Pictures,106,R,2001-09-14
615,Kill Me Later,Lionsgate,89,R,2001-09-14
616,The Glass House,Sony Pictures,106,PG-13,2001-09-14
617,Children Underground,Childhope International,104,,2001-09-19
618,Glitter,20th Century Fox,104,PG-13,2001-09-21
619,Go Tigers!,Docurama,103,R,2001-09-21
620,Liam,Lionsgate,90,R,2001-09-21
621,The Endurance,Cowboy Booking International,97,G,2001-09-21
622,Vampire Hunter D,Urban Vision Entertainment,103,,2001-09-21
623,Born Romantic,United Artists,96,R,2001-09-28
624,Diamond Men,Panorama Entertainment,100,R,2001-09-28
625,Dinner Rush,Access Motion Picture Group,99,R,2001-09-28
626,Don't Say a Word,20th Century Fox,113,R,2001-09-28
627,Hearts in Atlantis,Warner Bros.,101,PG-13,2001-09-28
628,SobrevivirÃ©,Hollywood Independents,102,,2001-09-28
629,Zoolander,Paramount Pictures,89,R,2001-09-28
630,Va Savoir (Who Knows?),Sony Pictures,154,PG-13,2001-09-29
631,La Cienaga,Cowboy Booking International,103,R,2001-10-03
632,Chop Suey,Zeitgeist Films,98,,2001-10-05
633,Grateful Dawg,Sony Pictures,81,PG-13,2001-10-05
634,Joy Ride,20th Century Fox,97,R,2001-10-05
635,Max Keeble's Big Move,Walt Disney,86,PG,2001-10-05
636,Serendipity,The Weinstein Company,90,PG-13,2001-10-05
637,The Debut,Celestial Pictures,88,R,2001-10-05
638,Training Day,Warner Bros.,122,R,2001-10-05
639,Fat Girl,Cowboy Booking International,86,Unrated,2001-10-10
640,Werckmeister Harmonies,Pierre Grise Distribution,145,,2001-10-10
641,Bandits,Metro-Goldwyn-Mayer,123,PG-13,2001-10-12
642,Corky Romano,Walt Disney,86,PG-13,2001-10-12
643,Ha-Chaverim Shel Yana,Friends of Film,90,,2001-10-12
644,Iron Monkey,The Weinstein Company,85,PG-13,2001-10-12
645,"Jails, Hospitals & Hip-Hop",Stratosphere Entertainment,90,R,2001-10-12
646,Mulholland Dr.,Universal Pictures,147,R,2001-10-12
647,My First Mister,Paramount Pictures,109,R,2001-10-12
648,"SobibÃ³r, 14 octobre 1943, 16 heures",New Yorker Films,95,,2001-10-12
649,The Operator,First Look International,102,R,2001-10-12
650,Berlin Babylon,Media Luna Entertainment,,,2001-10-17
651,Burnt Money,Strand Releasing,125,R,2001-10-19
652,Cool and Crazy,First Run Features,89,,2001-10-19
653,Dancing at the Blue Iguana,Lionsgate,123,TV-MA,2001-10-19
654,Focus,Paramount Pictures,106,PG-13,2001-10-19
655,From Hell,20th Century Fox,122,R,2001-10-19
656,Intimacy,Empire Pictures Inc.,119,Unrated,2001-10-19
657,My Voyage to Italy,The Weinstein Company,246,PG-13,2001-10-19
658,Riding in Cars with Boys,Sony Pictures,132,PG-13,2001-10-19
659,The Last Castle,DreamWorks Distribution,131,R,2001-10-19
660,Waking Life,20th Century Fox,99,R,2001-10-19
661,Bones,Warner Bros.,96,R,2001-10-24
662,Trembling Before G-d,New Yorker Films,,,2001-10-24
663,Better Than Sex,Samuel Goldwyn Films,95,R,2001-10-26
664,Donnie Darko,Newmarket Films,113,R,2001-10-26
665,Ginger Snaps,Unapix Entertainment Productions,108,Unrated,2001-10-26
666,High Heels and Low Lifes,Walt Disney,86,R,2001-10-26
667,History Lessons,First Run Features,65,,2001-10-26
668,K-PAX,Universal Pictures,120,PG-13,2001-10-26
669,Kill by Inches,Phaedra Cinema,80,Unrated,2001-10-26
670,Life as a House,Warner Bros.,125,R,2001-10-26
671,On the Line,The Weinstein Company,85,PG,2001-10-26
672,The Town Is Quiet,New Yorker Films,133,,2001-10-26
673,Thirteen Ghosts,Warner Bros.,91,R,2001-10-26
674,The Man Who Wasn't There,USA Films,116,R,2001-10-31
675,Mysterious Object at Noon,Plexifilm,83,Not Rated,2001-11-01
676,AmÃ©lie,The Weinstein Company,122,R,2001-11-02
677,Citizen Toxie: The Toxic Avenger IV,Troma Entertainment,108,Unrated,2001-11-02
678,Domestic Disturbance,Paramount Pictures,89,R,2001-11-02
679,Everything Put Together,Vitagraph Films,87,R,2001-11-02
680,Happenstance,Lot 47 Films,90,R,2001-11-02
681,"Monsters, Inc.",Walt Disney,92,TV-G,2001-11-02
682,Punks,Urbanworld Films,91,R,2001-11-02
683,Tape,Lionsgate,86,R,2001-11-02
684,The One,Sony Pictures,87,PG-13,2001-11-02
685,Otomo,ArtMattan Productions,85,,2001-11-07
686,Heist,Warner Bros.,109,R,2001-11-09
687,I Remember Me,Zeitgeist Films,74,,2001-11-09
688,King of the Jungle,Home Box Office Home Video (HBO),87,R,2001-11-09
689,Maze,Andora Pictures International,97,R,2001-11-09
690,Shallow Hal,20th Century Fox,113,PG-13,2001-11-09
691,The Wash,Lionsgate,93,R,2001-11-14
692,Bombay Eunuch,Postworks New York,71,,2001-11-16
693,Harry Potter and the Sorcerer's Stone,Warner Bros.,152,PG,2001-11-16
694,Novocaine,Artisan Entertainment,95,R,2001-11-16
695,The Fluffer,TLA Releasing,95,R,2001-11-16
696,The Simian Line,Ardustry Home Entertainment,106,R,2001-11-16
697,Porn Star: The Legend of Ron Jeremy,Maelstrom Entertainment,80,R,2001-11-20
698,Black Knight,20th Century Fox,95,PG-13,2001-11-21
699,CosÃ¬ ridevano,New Yorker Films,124,,2001-11-21
700,Out Cold,Walt Disney,89,PG-13,2001-11-21
701,Sidewalks of New York,Paramount Pictures,108,R,2001-11-21
702,Spy Game,Universal Pictures,126,R,2001-11-21
703,The Devil's Backbone,Sony Pictures,106,R,2001-11-21
704,Bangkok Dangerous,First Look International,105,R,2001-11-23
705,In the Bedroom,The Weinstein Company,130,TV-MA,2001-11-23
706,Jung (War) in the Land of the Mujaheddin,Human Rights Watch International,114,,2001-11-23
707,ABCD,Phaedra Cinema,105,Unrated,2001-11-30
708,Behind Enemy Lines,20th Century Fox,106,PG-13,2001-11-30
709,Code Unknown: Incomplete Tales of Several Journeys,Leisure Time Features,118,,2001-11-30
710,Texas Rangers,Dimension Films,90,PG-13,2001-11-30
711,The Affair of the Necklace,Warner Bros.,118,R,2001-11-30
712,The Independent,Arrow Releasing,95,R,2001-11-30
713,Trouble Every Day,Lot 47 Films,101,Not Rated,2001-11-30
714,Baran,The Weinstein Company,94,PG,2001-12-07
715,Eban and Charley,Picture This! Entertainment,86,,2001-12-07
716,Final,Lionsgate,111,R,2001-12-07
717,In July,Koch Lorber Films,99,,2001-12-07
718,Last Orders,Sony Pictures,109,R,2001-12-07
719,No Man's Land,Metro-Goldwyn-Mayer,98,R,2001-12-07
720,Ocean's Eleven,Warner Bros.,116,PG-13,2001-12-07
721,Princesa,Strand Releasing,,,2001-12-07
722,Segunda piel,Menemsha Entertainment,100,R,2001-12-07
723,The Business of Strangers,IFC Films,84,R,2001-12-07
724,Tuvalu,Indican Pictures,101,,2001-12-07
725,Behind the Sun,The Weinstein Company,105,PG-13,2001-12-12
726,Iris,The Weinstein Company,91,R,2001-12-14
727,Kandahar,NEJ International Pictures,81,,2001-12-14
728,Lantana,Lionsgate,121,TV-MA,2001-12-14
729,Not Another Teen Movie,Sony Pictures,89,TV-PG,2001-12-14
730,PiÃ±ero,New Films International,103,R,2001-12-14
731,The Royal Tenenbaums,Walt Disney,110,R,2001-12-14
732,Vanilla Sky,Paramount Pictures,136,R,2001-12-14
733,Joe Somebody,20th Century Fox,98,PG,2001-12-19
734,Little Otik,Zeitgeist Films,132,,2001-12-19
735,The Lord of the Rings: The Fellowship of the Ring,Warner Bros.,178,PG-13,2001-12-19
736,A Beautiful Mind,Universal Pictures,135,PG-13,2001-12-21
737,A Song for Martin,First Look International,117,PG-13,2001-12-21
738,How High,Universal Pictures,93,R,2001-12-21
739,Jimmy Neutron: Boy Genius,Paramount Pictures,82,G,2001-12-21
740,Kate & Leopold,The Weinstein Company,118,PG-13,2001-12-21
741,The Majestic,Warner Bros.,152,PG,2001-12-21
742,Ali,Sony Pictures,157,R,2001-12-25
743,The Shipping News,The Weinstein Company,111,R,2001-12-25
744,Gosford Park,USA Films,137,TV-MA,2001-12-26
745,Monster's Ball,Lionsgate,111,NC-17,2001-12-26
746,Black Hawk Down,Sony Pictures,144,R,2001-12-28
747,Charlotte Gray,Warner Bros.,121,PG-13,2001-12-28
748,Dark Blue World,Sony Pictures,112,TV-MA,2001-12-28
749,I Am Sam,Warner Bros.,132,PG-13,2001-12-28
750,Rivers and Tides: Andy Goldsworthy Working with Time,Roxie Releasing,90,TV-G,2002-01-02
751,Impostor,Dimension Films,95,R,2002-01-04
752,Brotherhood of the Wolf,Universal Pictures,142,R,2002-01-11
753,E-Dreams,Elliptic Entertainment,94,,2002-01-11
754,Escape to Life: The Erika and Klaus Mann Story,Cinema Guild,85,Not Rated,2002-01-11
755,Orange County,Paramount Pictures,82,PG-13,2002-01-11
756,What Time Is It Over There?,Wellspring Media,116,Not Rated,2002-01-11
757,Ha-Hesder,Kino International,102,,2002-01-18
758,Italian for Beginners,Walt Disney,112,R,2002-01-18
759,Snow Dogs,Walt Disney,99,PG,2002-01-18
760,State Property,Lionsgate,88,R,2002-01-18
761,American Adobo,Outrider Pictures,104,R,2002-01-23
762,Beyond the Ocean,Anthology Film Archives,89,,2002-01-24
763,A Walk to Remember,Warner Bros.,101,PG,2002-01-25
764,Beijing Bicycle,Sony Pictures,113,PG-13,2002-01-25
765,Escaflowne: The Movie,Bandai Entertainment,98,PG-13,2002-01-25
766,"Hey, Happy!",Mongrel Media,75,,2002-01-25
767,Kung Pow: Enter the Fist,20th Century Fox,81,PG-13,2002-01-25
768,Maelstrom,Arrow Entertainment,87,R,2002-01-25
769,Metropolis,Sony Pictures,108,TV-14,2002-01-25
770,Storytelling,Fine Line Features,87,Unrated,2002-01-25
771,The Count of Monte Cristo,Walt Disney,131,PG-13,2002-01-25
772,The Mothman Prophecies,Sony Pictures,119,PG-13,2002-01-25
773,The Son's Room,The Weinstein Company,99,R,2002-01-25
774,Waydowntown,Home Vision Entertainment (HVE),87,R,2002-01-25
775,Domestic Violence,Zipporah Films,196,,2002-01-30
776,A Rumor of Angels,Cinetel Films,,PG-13,2002-02-01
777,Birthday Girl,The Weinstein Company,93,R,2002-02-01
778,Slackers,Sony Pictures,86,R,2002-02-01
779,Big Fat Liar,Universal Pictures,88,PG,2002-02-08
780,Collateral Damage,Warner Bros.,108,R,2002-02-08
781,Rollerball,Metro-Goldwyn-Mayer,98,R,2002-02-08
782,"Scotland, Pa.",Sundance Channel Home Entertainment,104,R,2002-02-08
783,Swiri,Samuel Goldwyn Films,125,R,2002-02-08
784,Much Ado About Something,Films Transit International,70,,2002-02-13
785,Crossroads,Paramount Pictures,93,PG-13,2002-02-15
786,Hart's War,Metro-Goldwyn-Mayer,125,R,2002-02-15
787,John Q,Warner Bros.,116,PG-13,2002-02-15
788,Return to Never Land,Walt Disney,72,G,2002-02-15
789,Scratch,Palm Pictures,92,R,2002-02-15
790,Super Troopers,20th Century Fox,100,R,2002-02-15
791,The Last Man,Castle Hill Productions,95,R,2002-02-15
792,Wendigo,Magnolia Pictures,91,R,2002-02-15
793,Big Bad Love,IFC Films,111,R,2002-02-22
794,Dragonfly,Universal Pictures,104,PG-13,2002-02-22
795,How to Kill Your Neighbor's Dog,Artistic License,107,R,2002-02-22
796,Maryam,Streetlight Films,87,,2002-02-22
797,Mean Machine,Paramount Pictures,99,R,2002-02-22
798,Monsoon Wedding,"Criterion Collection, The",114,R,2002-02-22
799,Queen of the Damned,Warner Bros.,101,R,2002-02-22
800,Revolution OS,Seventh Art Releasing,85,,2002-02-22
801,The Cherry Orchard,Kino International,141,Not Rated,2002-02-22
802,40 Days and 40 Nights,The Weinstein Company,96,R,2002-03-01
803,Borstal Boy,Strand Releasing,93,,2002-03-01
804,Esther Kahn,Empire Pictures Inc.,142,,2002-03-01
805,Stolen Summer,The Weinstein Company,91,TV-PG,2002-03-01
806,We Were Soldiers,Paramount Pictures,138,R,2002-03-01
807,All About the Benjamins,Warner Bros.,95,R,2002-03-08
808,Festival in Cannes,Paramount Pictures,100,PG-13,2002-03-08
809,The Time Machine,DreamWorks Distribution,96,PG-13,2002-03-08
810,Asphalt Zahov,New Yorker Films,,,2002-03-13
811,Harrison's Flowers,Universal Pictures,121,R,2002-03-15
812,Ice Age,20th Century Fox,81,PG,2002-03-15
813,Pauline and Paulette,Sony Pictures,78,PG,2002-03-15
814,Promises,Cowboy Pictures,106,,2002-03-15
815,Resident Evil,Sony Pictures,100,R,2002-03-15
816,Showtime,Warner Bros.,95,PG-13,2002-03-15
